seed,final_coverage,monte_carlo_coverage,num_viewpoints,computation_time,convergence_point,coverage_auc,efficiency,time_efficiency
84,0.998,0.9857,12,0.5866718292236328,14,8.0423,0.08316666666666667,1.7011213940861876
85,0.9922,0.9755,11,0.5488688945770264,13,7.0280000000000005,0.0902,1.8077176713841963
86,0.9952,0.9813,12,0.6106796264648438,14,8.0115,0.08293333333333333,1.6296597378908837
87,0.9966,0.981,12,0.5672116279602051,14,8.052,0.08305,1.7570161662304997
88,0.9909,0.9718,11,0.5506255626678467,14,6.984850000000001,0.09008181818181818,1.7995895344905002
89,0.9915,0.976,11,0.5458722114562988,14,6.949450000000001,0.09013636363636364,1.816359175629839
9,0.995,0.9761,11,0.5120320320129395,13,7.059699999999999,0.09045454545454545,1.9432378011359561
90,0.9934,0.9711,11,0.539780855178833,13,7.1402,0.09030909090909091,1.8403764981084405
91,0.9924,0.9745,11,0.5304067134857178,13,7.107900000000001,0.09021818181818181,1.871017041768123
92,0.9909,0.9721,11,0.5250077247619629,13,7.036849999999999,0.09008181818181818,1.8874008005296903
93,0.9907,0.9608,11,0.5408241748809814,13,7.15045,0.09006363636363636,1.8318337937057312
94,0.9925,0.9694,12,0.578857421875,14,8.06245,0.08270833333333334,1.714584563475327
95,0.9933,0.9676,10,0.4879119396209717,13,6.135549999999999,0.09933,2.0358181863137697
96,0.991,0.9755,11,0.5414469242095947,13,7.018000000000001,0.0900909090909091,1.830280966960268
97,0.9911,0.9701,11,0.533393144607544,13,7.04895,0.0901,1.8581041207967235
98,0.9957,0.9755,11,0.5204439163208008,13,7.04485,0.09051818181818182,1.9131744435384122
99,0.9941,0.977,11,0.5471057891845703,13,7.08375,0.09037272727272727,1.8170160500067982
